DATE,LEVEL,STATE_FIPS,COUNTY_FIPS,STATE_NAME,COUNTY_NAME,TOTAL_CASES,TOTAL_DEATHS,TOTAL_INFECTED_PER_K,TOTAL_DEATHS_PER_K,NEW_CASES,NEW_DEATHS,AVG_NEW_CASES,AVG_NEW_DEATHS,AVG_INFECTION_RATE,AVG_DEATH_RATE,LATEST_DATA_IND,POPULATION
2020-03-13,State,01,NA,Alabama,NA,6,0,0.001223694394561902,0,6,0,NA,NA,NA,NA,0,4903185
2020-03-14,State,01,NA,Alabama,NA,12,0,0.002447388789123804,0,6,0,NA,NA,NA,NA,0,4903185
2020-03-15,State,01,NA,Alabama,NA,23,0,0.0046908285124872915,0,11,0,NA,NA,NA,NA,0,4903185
2020-03-16,State,01,NA,Alabama,NA,29,0,0.005914522907049194,0,6,0,NA,NA,NA,NA,0,4903185
2020-03-17,State,01,NA,Alabama,NA,39,0,0.007954013564652364,0,10,0,NA,NA,NA,NA,0,4903185
2020-03-18,State,01,NA,Alabama,NA,51,0,0.010401402353776169,0,12,0,NA,NA,NA,NA,0,4903185
2020-03-19,State,01,NA,Alabama,NA,78,0,0.01590802712930473,0,27,0,11.142857142857142,0,14.285714285714285,0,0,4903185
2020-03-20,State,01,NA,Alabama,NA,106,0,0.021618600970593604,0,28,0,14.285714285714286,0,13.477088948787063,0,0,4903185
2020-03-21,State,01,NA,Alabama,NA,131,0,0.02671732761460153,0,25,0,17,0,12.977099236641221,0,0,4903185
2020-03-22,State,01,NA,Alabama,NA,157,0,0.03202000332436977,0,26,0,19.142857142857142,0,12.192902638762511,0,0,4903185
2020-03-23,State,01,NA,Alabama,NA,196,0,0.039974016889022135,0,39,0,23.857142857142858,0,12.17201166180758,0,0,4903185
2020-03-24,State,01,NA,Alabama,NA,242,0,0.04935567391399672,0,46,0,29,0,11.983471074380166,0,0,4903185
2020-03-25,State,01,NA,Alabama,NA,386,1,0.07872433938348238,2.0394906576031701e-4,144,1,47.857142857142854,0.14285714285714285,12.39822353811991,0.03700962250185048,0,4903185
2020-03-26,State,01,NA,Alabama,NA,538,3,0.10972459737905056,6.11847197280951e-4,152,2,65.71428571428571,0.42857142857142855,12.214551248008496,0.07966011683483802,0,4903185
2020-03-27,State,01,NA,Alabama,NA,639,4,0.13032345302084258,8.157962630412681e-4,101,1,76.14285714285714,0.5714285714285714,11.915940084954169,0.08942544153811759,0,4903185
2020-03-28,State,01,NA,Alabama,NA,720,4,0.14684332734742825,8.157962630412681e-4,81,0,84.14285714285714,0.5714285714285714,11.686507936507935,0.07936507936507936,0,4903185
2020-03-29,State,01,NA,Alabama,NA,830,5,0.16927772458106313,0.001019745328801585,110,1,96.14285714285714,0.7142857142857143,11.583476764199656,0.08605851979345955,0,4903185
2020-03-30,State,01,NA,Alabama,NA,947,11,0.19313976527502022,0.002243439723363487,117,6,107.28571428571429,1.5714285714285714,11.32900890028662,0.16593754714134862,1,4903185
2020-03-24,County,01,001,Alabama,Autauga,1,0,0.017899013764341585,0,1,0,NA,NA,NA,NA,0,55869
2020-03-25,County,01,001,Alabama,Autauga,4,0,0.07159605505736634,0,3,0,NA,NA,NA,NA,0,55869
2020-03-26,County,01,001,Alabama,Autauga,6,0,0.1073940825860495,0,2,0,NA,NA,NA,NA,0,55869
2020-03-27,County,01,001,Alabama,Autauga,6,0,0.1073940825860495,0,0,0,NA,NA,NA,NA,0,55869
2020-03-28,County,01,001,Alabama,Autauga,6,0,0.1073940825860495,0,0,0,NA,NA,NA,NA,0,55869
2020-03-29,County,01,001,Alabama,Autauga,6,0,0.1073940825860495,0,0,0,NA,NA,NA,NA,0,55869
2020-03-30,County,01,001,Alabama,Autauga,7,0,0.1252930963503911,0,1,0,1,0,14.285714285714286,0,1,55869
2020-03-14,County,01,003,Alabama,Baldwin,1,0,0.004479604361342806,0,1,0,NA,NA,NA,NA,0,223234
2020-03-15,County,01,003,Alabama,Baldwin,1,0,0.004479604361342806,0,0,0,NA,NA,NA,NA,0,223234
2020-03-16,County,01,003,Alabama,Baldwin,1,0,0.004479604361342806,0,0,0,NA,NA,NA,NA,0,223234
2020-03-17,County,01,003,Alabama,Baldwin,1,0,0.004479604361342806,0,0,0,NA,NA,NA,NA,0,223234
2020-03-18,County,01,003,Alabama,Baldwin,1,0,0.004479604361342806,0,0,0,NA,NA,NA,NA,0,223234
2020-03-19,County,01,003,Alabama,Baldwin,1,0,0.004479604361342806,0,0,0,NA,NA,NA,NA,0,223234
2020-03-20,County,01,003,Alabama,Baldwin,2,0,0.008959208722685612,0,1,0,0.2857142857142857,0,14.285714285714285,0,0,223234
2020-03-21,County,01,003,Alabama,Baldwin,2,0,0.008959208722685612,0,0,0,0.14285714285714285,0,7.142857142857142,0,0,223234
2020-03-22,County,01,003,Alabama,Baldwin,2,0,0.008959208722685612,0,0,0,0.14285714285714285,0,7.142857142857142,0,0,223234
2020-03-23,County,01,003,Alabama,Baldwin,3,0,0.013438813084028419,0,1,0,0.2857142857142857,0,9.523809523809524,0,0,223234
2020-03-24,County,01,003,Alabama,Baldwin,4,0,0.017918417445371225,0,1,0,0.42857142857142855,0,10.714285714285714,0,0,223234
2020-03-25,County,01,003,Alabama,Baldwin,4,0,0.017918417445371225,0,0,0,0.42857142857142855,0,10.714285714285714,0,0,223234
2020-03-26,County,01,003,Alabama,Baldwin,5,0,0.02239802180671403,0,1,0,0.5714285714285714,0,11.428571428571427,0,0,223234
2020-03-27,County,01,003,Alabama,Baldwin,5,0,0.02239802180671403,0,0,0,0.42857142857142855,0,8.571428571428571,0,0,223234
2020-03-28,County,01,003,Alabama,Baldwin,10,0,0.04479604361342806,0,5,0,1.1428571428571428,0,11.428571428571427,0,0,223234
2020-03-29,County,01,003,Alabama,Baldwin,15,0,0.0671940654201421,0,5,0,1.8571428571428572,0,12.380952380952381,0,0,223234
2020-03-30,County,01,003,Alabama,Baldwin,18,0,0.08063287850417052,0,3,0,2.142857142857143,0,11.904761904761905,0,1,223234
2020-03-30,County,01,007,Alabama,Bibb,2,0,0.08930963650977941,0,2,0,NA,NA,NA,NA,1,22394
2020-03-25,County,01,009,Alabama,Blount,1,0,0.017293259087607652,0,1,0,NA,NA,NA,NA,0,57826
2020-03-26,County,01,009,Alabama,Blount,3,0,0.05187977726282295,0,2,0,NA,NA,NA,NA,0,57826
2020-03-27,County,01,009,Alabama,Blount,5,0,0.08646629543803826,0,2,0,NA,NA,NA,NA,0,57826
2020-03-28,County,01,009,Alabama,Blount,5,0,0.08646629543803826,0,0,0,NA,NA,NA,NA,0,57826
2020-03-29,County,01,009,Alabama,Blount,5,0,0.08646629543803826,0,0,0,NA,NA,NA,NA,0,57826
2020-03-30,County,01,009,Alabama,Blount,5,0,0.08646629543803826,0,0,0,NA,NA,NA,NA,1,57826
2020-03-26,County,01,011,Alabama,Bullock,2,0,0.198000198000198,0,2,0,NA,NA,NA,NA,0,10101
2020-03-27,County,01,011,Alabama,Bullock,2,0,0.198000198000198,0,0,0,NA,NA,NA,NA,0,10101
2020-03-28,County,01,011,Alabama,Bullock,3,0,0.297000297000297,0,1,0,NA,NA,NA,NA,0,10101
2020-03-29,County,01,011,Alabama,Bullock,3,0,0.297000297000297,0,0,0,NA,NA,NA,NA,0,10101
2020-03-30,County,01,011,Alabama,Bullock,3,0,0.297000297000297,0,0,0,NA,NA,NA,NA,1,10101
2020-03-25,County,01,013,Alabama,Butler,1,0,0.05141916906622789,0,1,0,NA,NA,NA,NA,0,19448
2020-03-26,County,01,013,Alabama,Butler,1,0,0.05141916906622789,0,0,0,NA,NA,NA,NA,0,19448
2020-03-27,County,01,013,Alabama,Butler,1,0,0.05141916906622789,0,0,0,NA,NA,NA,NA,0,19448
2020-03-28,County,01,013,Alabama,Butler,1,0,0.05141916906622789,0,0,0,NA,NA,NA,NA,0,19448
2020-03-29,County,01,013,Alabama,Butler,1,0,0.05141916906622789,0,0,0,NA,NA,NA,NA,0,19448
2020-03-30,County,01,013,Alabama,Butler,1,0,0.05141916906622789,0,0,0,NA,NA,NA,NA,1,19448
2020-03-18,County,01,015,Alabama,Calhoun,1,0,0.008802429470533868,0,1,0,NA,NA,NA,NA,0,113605
2020-03-19,County,01,015,Alabama,Calhoun,1,0,0.008802429470533868,0,0,0,NA,NA,NA,NA,0,113605
2020-03-20,County,01,015,Alabama,Calhoun,1,0,0.008802429470533868,0,0,0,NA,NA,NA,NA,0,113605
2020-03-21,County,01,015,Alabama,Calhoun,1,0,0.008802429470533868,0,0,0,NA,NA,NA,NA,0,113605
2020-03-22,County,01,015,Alabama,Calhoun,1,0,0.008802429470533868,0,0,0,NA,NA,NA,NA,0,113605
2020-03-23,County,01,015,Alabama,Calhoun,2,0,0.017604858941067735,0,1,0,NA,NA,NA,NA,0,113605
2020-03-24,County,01,015,Alabama,Calhoun,2,0,0.017604858941067735,0,0,0,0.2857142857142857,0,14.285714285714285,0,0,113605
2020-03-25,County,01,015,Alabama,Calhoun,2,0,0.017604858941067735,0,0,0,0.14285714285714285,0,7.142857142857142,0,0,113605
2020-03-26,County,01,015,Alabama,Calhoun,2,0,0.017604858941067735,0,0,0,0.14285714285714285,0,7.142857142857142,0,0,113605
2020-03-27,County,01,015,Alabama,Calhoun,3,0,0.0264072884116016,0,1,0,0.2857142857142857,0,9.523809523809524,0,0,113605
2020-03-28,County,01,015,Alabama,Calhoun,3,0,0.0264072884116016,0,0,0,0.2857142857142857,0,9.523809523809524,0,0,113605
2020-03-29,County,01,015,Alabama,Calhoun,3,0,0.0264072884116016,0,0,0,0.2857142857142857,0,9.523809523809524,0,0,113605
2020-03-30,County,01,015,Alabama,Calhoun,9,0,0.0792218652348048,0,6,0,1,0,11.11111111111111,0,1,113605
2020-03-19,County,01,017,Alabama,Chambers,1,0,0.030071570337403018,0,1,0,NA,NA,NA,NA,0,33254
2020-03-20,County,01,017,Alabama,Chambers,1,0,0.030071570337403018,0,0,0,NA,NA,NA,NA,0,33254
2020-03-21,County,01,017,Alabama,Chambers,1,0,0.030071570337403018,0,0,0,NA,NA,NA,NA,0,33254
2020-03-22,County,01,017,Alabama,Chambers,2,0,0.060143140674806035,0,1,0,NA,NA,NA,NA,0,33254
2020-03-23,County,01,017,Alabama,Chambers,2,0,0.060143140674806035,0,0,0,NA,NA,NA,NA,0,33254
2020-03-24,County,01,017,Alabama,Chambers,5,0,0.1503578516870151,0,3,0,NA,NA,NA,NA,0,33254
2020-03-25,County,01,017,Alabama,Chambers,10,0,0.3007157033740302,0,5,0,1.4285714285714286,0,14.285714285714286,0,0,33254
2020-03-26,County,01,017,Alabama,Chambers,13,0,0.39093041438623927,0,3,0,1.7142857142857142,0,13.186813186813186,0,0,33254
2020-03-27,County,01,017,Alabama,Chambers,15,0,0.4510735550610453,0,2,0,2,0,13.333333333333334,0,0,33254
2020-03-28,County,01,017,Alabama,Chambers,17,0,0.5112166957358514,0,2,0,2.2857142857142856,0,13.445378151260503,0,0,33254
2020-03-29,County,01,017,Alabama,Chambers,27,1,0.8119323991098815,0.030071570337403018,10,1,3.5714285714285716,0.14285714285714285,13.227513227513228,0.5291005291005291,0,33254
2020-03-30,County,01,017,Alabama,Chambers,36,4,1.0825765321465086,0.12028628134961207,9,3,4.857142857142857,0.5714285714285714,13.49206349206349,1.5873015873015872,1,33254
2020-03-25,County,01,019,Alabama,Cherokee,1,0,0.03817376698732631,0,1,0,NA,NA,NA,NA,0,26196
2020-03-26,County,01,019,Alabama,Cherokee,1,0,0.03817376698732631,0,0,0,NA,NA,NA,NA,0,26196
2020-03-27,County,01,019,Alabama,Cherokee,1,0,0.03817376698732631,0,0,0,NA,NA,NA,NA,0,26196
2020-03-28,County,01,019,Alabama,Cherokee,1,0,0.03817376698732631,0,0,0,NA,NA,NA,NA,0,26196
2020-03-29,County,01,019,Alabama,Cherokee,2,0,0.07634753397465262,0,1,0,NA,NA,NA,NA,0,26196
2020-03-30,County,01,019,Alabama,Cherokee,2,0,0.07634753397465262,0,0,0,NA,NA,NA,NA,1,26196
2020-03-25,County,01,021,Alabama,Chilton,1,0,0.022508328081390114,0,1,0,NA,NA,NA,NA,0,44428
2020-03-26,County,01,021,Alabama,Chilton,4,0,0.09003331232556046,0,3,0,NA,NA,NA,NA,0,44428
2020-03-27,County,01,021,Alabama,Chilton,7,0,0.1575582965697308,0,3,0,NA,NA,NA,NA,0,44428
2020-03-28,County,01,021,Alabama,Chilton,7,0,0.1575582965697308,0,0,0,NA,NA,NA,NA,0,44428
2020-03-29,County,01,021,Alabama,Chilton,8,0,0.18006662465112092,0,1,0,NA,NA,NA,NA,0,44428
2020-03-30,County,01,021,Alabama,Chilton,10,0,0.22508328081390114,0,2,0,NA,NA,NA,NA,1,44428
2020-03-26,County,01,023,Alabama,Choctaw,1,0,0.07943442688061006,0,1,0,NA,NA,NA,NA,0,12589
2020-03-27,County,01,023,Alabama,Choctaw,1,0,0.07943442688061006,0,0,0,NA,NA,NA,NA,0,12589
2020-03-28,County,01,023,Alabama,Choctaw,1,0,0.07943442688061006,0,0,0,NA,NA,NA,NA,0,12589
2020-03-29,County,01,023,Alabama,Choctaw,1,0,0.07943442688061006,0,0,0,NA,NA,NA,NA,0,12589
2020-03-30,County,01,023,Alabama,Choctaw,2,0,0.15886885376122012,0,1,0,NA,NA,NA,NA,1,12589
2020-03-25,County,01,027,Alabama,Clay,1,0,0.07555723460521345,0,1,0,NA,NA,NA,NA,0,13235
2020-03-26,County,01,027,Alabama,Clay,1,0,0.07555723460521345,0,0,0,NA,NA,NA,NA,0,13235
2020-03-27,County,01,027,Alabama,Clay,1,0,0.07555723460521345,0,0,0,NA,NA,NA,NA,0,13235
2020-03-28,County,01,027,Alabama,Clay,2,0,0.1511144692104269,0,1,0,NA,NA,NA,NA,0,13235
2020-03-29,County,01,027,Alabama,Clay,2,0,0.1511144692104269,0,0,0,NA,NA,NA,NA,0,13235
2020-03-30,County,01,027,Alabama,Clay,2,0,0.1511144692104269,0,0,0,NA,NA,NA,NA,1,13235
2020-03-25,County,01,029,Alabama,Cleburne,1,0,0.0670690811535882,0,1,0,NA,NA,NA,NA,0,14910
2020-03-26,County,01,029,Alabama,Cleburne,1,0,0.0670690811535882,0,0,0,NA,NA,NA,NA,0,14910
2020-03-27,County,01,029,Alabama,Cleburne,3,0,0.2012072434607646,0,2,0,NA,NA,NA,NA,0,14910
2020-03-28,County,01,029,Alabama,Cleburne,4,0,0.2682763246143528,0,1,0,NA,NA,NA,NA,0,14910
2020-03-29,County,01,029,Alabama,Cleburne,5,0,0.335345405767941,0,1,0,NA,NA,NA,NA,0,14910
2020-03-30,County,01,029,Alabama,Cleburne,5,0,0.335345405767941,0,0,0,NA,NA,NA,NA,1,14910
2020-03-25,County,01,033,Alabama,Colbert,1,0,0.018102496334244492,0,1,0,NA,NA,NA,NA,0,55241
2020-03-26,County,01,033,Alabama,Colbert,1,0,0.018102496334244492,0,0,0,NA,NA,NA,NA,0,55241
2020-03-27,County,01,033,Alabama,Colbert,1,0,0.018102496334244492,0,0,0,NA,NA,NA,NA,0,55241
2020-03-28,County,01,033,Alabama,Colbert,1,0,0.018102496334244492,0,0,0,NA,NA,NA,NA,0,55241
2020-03-29,County,01,033,Alabama,Colbert,2,0,0.036204992668488985,0,1,0,NA,NA,NA,NA,0,55241
2020-03-30,County,01,033,Alabama,Colbert,4,0,0.07240998533697797,0,2,0,NA,NA,NA,NA,1,55241
2020-03-26,County,01,037,Alabama,Coosa,2,0,0.18756447528838038,0,2,0,NA,NA,NA,NA,0,10663
2020-03-27,County,01,037,Alabama,Coosa,2,0,0.18756447528838038,0,0,0,NA,NA,NA,NA,0,10663
2020-03-28,County,01,037,Alabama,Coosa,2,0,0.18756447528838038,0,0,0,NA,NA,NA,NA,0,10663
2020-03-29,County,01,037,Alabama,Coosa,3,0,0.2813467129325706,0,1,0,NA,NA,NA,NA,0,10663
2020-03-30,County,01,037,Alabama,Coosa,4,0,0.37512895057676077,0,1,0,NA,NA,NA,NA,1,10663
2020-03-27,County,01,039,Alabama,Covington,2,0,0.05398256363194688,0,2,0,NA,NA,NA,NA,0,37049
2020-03-28,County,01,039,Alabama,Covington,2,0,0.05398256363194688,0,0,0,NA,NA,NA,NA,0,37049
2020-03-29,County,01,039,Alabama,Covington,2,0,0.05398256363194688,0,0,0,NA,NA,NA,NA,0,37049
2020-03-30,County,01,039,Alabama,Covington,2,0,0.05398256363194688,0,0,0,NA,NA,NA,NA,1,37049
2020-03-26,County,01,041,Alabama,Crenshaw,1,0,0.07261109497531222,0,1,0,NA,NA,NA,NA,0,13772
2020-03-27,County,01,041,Alabama,Crenshaw,1,0,0.07261109497531222,0,0,0,NA,NA,NA,NA,0,13772
2020-03-28,County,01,041,Alabama,Crenshaw,1,0,0.07261109497531222,0,0,0,NA,NA,NA,NA,0,13772
2020-03-29,County,01,041,Alabama,Crenshaw,1,0,0.07261109497531222,0,0,0,NA,NA,NA,NA,0,13772
2020-03-30,County,01,041,Alabama,Crenshaw,1,0,0.07261109497531222,0,0,0,NA,NA,NA,NA,1,13772
2020-03-20,County,01,043,Alabama,Cullman,1,0,0.011937732785789324,0,1,0,NA,NA,NA,NA,0,83768
2020-03-21,County,01,043,Alabama,Cullman,2,0,0.023875465571578647,0,1,0,NA,NA,NA,NA,0,83768
2020-03-22,County,01,043,Alabama,Cullman,2,0,0.023875465571578647,0,0,0,NA,NA,NA,NA,0,83768
2020-03-23,County,01,043,Alabama,Cullman,2,0,0.023875465571578647,0,0,0,NA,NA,NA,NA,0,83768
2020-03-24,County,01,043,Alabama,Cullman,3,0,0.035813198357367966,0,1,0,NA,NA,NA,NA,0,83768
2020-03-25,County,01,043,Alabama,Cullman,4,0,0.047750931143157295,0,1,0,NA,NA,NA,NA,0,83768
2020-03-26,County,01,043,Alabama,Cullman,6,0,0.07162639671473593,0,2,0,0.8571428571428571,0,14.285714285714285,0,0,83768
2020-03-27,County,01,043,Alabama,Cullman,7,0,0.08356412950052526,0,1,0,0.8571428571428571,0,12.244897959183673,0,0,83768
2020-03-28,County,01,043,Alabama,Cullman,7,0,0.08356412950052526,0,0,0,0.7142857142857143,0,10.204081632653061,0,0,83768
2020-03-29,County,01,043,Alabama,Cullman,7,0,0.08356412950052526,0,0,0,0.7142857142857143,0,10.204081632653061,0,0,83768
2020-03-30,County,01,043,Alabama,Cullman,8,0,0.09550186228631459,0,1,0,0.8571428571428571,0,10.714285714285714,0,1,83768
2020-03-25,County,01,047,Alabama,Dallas,2,0,0.05376922249704269,0,2,0,NA,NA,NA,NA,0,37196
2020-03-26,County,01,047,Alabama,Dallas,2,0,0.05376922249704269,0,0,0,NA,NA,NA,NA,0,37196
2020-03-27,County,01,047,Alabama,Dallas,2,0,0.05376922249704269,0,0,0,NA,NA,NA,NA,0,37196
2020-03-28,County,01,047,Alabama,Dallas,2,0,0.05376922249704269,0,0,0,NA,NA,NA,NA,0,37196
2020-03-29,County,01,047,Alabama,Dallas,2,0,0.05376922249704269,0,0,0,NA,NA,NA,NA,0,37196
2020-03-30,County,01,047,Alabama,Dallas,2,0,0.05376922249704269,0,0,0,NA,NA,NA,NA,1,37196
2020-03-26,County,01,049,Alabama,DeKalb,1,0,0.013983471536643687,0,1,0,NA,NA,NA,NA,0,71513
2020-03-27,County,01,049,Alabama,DeKalb,4,0,0.05593388614657475,0,3,0,NA,NA,NA,NA,0,71513
2020-03-28,County,01,049,Alabama,DeKalb,4,0,0.05593388614657475,0,0,0,NA,NA,NA,NA,0,71513
2020-03-29,County,01,049,Alabama,DeKalb,4,0,0.05593388614657475,0,0,0,NA,NA,NA,NA,0,71513
2020-03-30,County,01,049,Alabama,DeKalb,4,0,0.05593388614657475,0,0,0,NA,NA,NA,NA,1,71513
2020-03-13,County,01,051,Alabama,Elmore,1,0,0.012313906094152127,0,1,0,NA,NA,NA,NA,0,81209
2020-03-14,County,01,051,Alabama,Elmore,1,0,0.012313906094152127,0,0,0,NA,NA,NA,NA,0,81209
2020-03-15,County,01,051,Alabama,Elmore,1,0,0.012313906094152127,0,0,0,NA,NA,NA,NA,0,81209
2020-03-16,County,01,051,Alabama,Elmore,1,0,0.012313906094152127,0,0,0,NA,NA,NA,NA,0,81209
2020-03-17,County,01,051,Alabama,Elmore,2,0,0.024627812188304253,0,1,0,NA,NA,NA,NA,0,81209
2020-03-18,County,01,051,Alabama,Elmore,4,0,0.049255624376608506,0,2,0,NA,NA,NA,NA,0,81209
2020-03-19,County,01,051,Alabama,Elmore,5,0,0.06156953047076063,0,1,0,0.7142857142857143,0,14.285714285714286,0,0,81209
2020-03-20,County,01,051,Alabama,Elmore,6,0,0.07388343656491275,0,1,0,0.7142857142857143,0,11.904761904761905,0,0,81209
2020-03-21,County,01,051,Alabama,Elmore,6,0,0.07388343656491275,0,0,0,0.7142857142857143,0,11.904761904761905,0,0,81209
2020-03-22,County,01,051,Alabama,Elmore,6,0,0.07388343656491275,0,0,0,0.7142857142857143,0,11.904761904761905,0,0,81209
2020-03-23,County,01,051,Alabama,Elmore,6,0,0.07388343656491275,0,0,0,0.7142857142857143,0,11.904761904761905,0,0,81209
2020-03-24,County,01,051,Alabama,Elmore,8,0,0.09851124875321701,0,2,0,0.8571428571428571,0,10.714285714285714,0,0,81209
2020-03-25,County,01,051,Alabama,Elmore,9,0,0.11082515484736913,0,1,0,0.7142857142857143,0,7.936507936507937,0,0,81209
2020-03-26,County,01,051,Alabama,Elmore,10,0,0.12313906094152126,0,1,0,0.7142857142857143,0,7.142857142857143,0,0,81209
2020-03-27,County,01,051,Alabama,Elmore,12,0,0.1477668731298255,0,2,0,0.8571428571428571,0,7.142857142857142,0,0,81209
2020-03-28,County,01,051,Alabama,Elmore,13,0,0.16008077922397765,0,1,0,1,0,7.6923076923076925,0,0,81209
2020-03-29,County,01,051,Alabama,Elmore,13,0,0.16008077922397765,0,0,0,1,0,7.6923076923076925,0,0,81209
2020-03-30,County,01,051,Alabama,Elmore,13,0,0.16008077922397765,0,0,0,1,0,7.6923076923076925,0,1,81209
2020-03-27,County,01,053,Alabama,Escambia,1,0,0.02729779160865886,0,1,0,NA,NA,NA,NA,0,36633
2020-03-28,County,01,053,Alabama,Escambia,1,0,0.02729779160865886,0,0,0,NA,NA,NA,NA,0,36633
2020-03-29,County,01,053,Alabama,Escambia,1,0,0.02729779160865886,0,0,0,NA,NA,NA,NA,0,36633
2020-03-30,County,01,053,Alabama,Escambia,1,0,0.02729779160865886,0,0,0,NA,NA,NA,NA,1,36633
2020-03-25,County,01,055,Alabama,Etowah,3,0,0.029334689247858568,0,3,0,NA,NA,NA,NA,0,102268
2020-03-26,County,01,055,Alabama,Etowah,4,0,0.03911291899714476,0,1,0,NA,NA,NA,NA,0,102268
2020-03-27,County,01,055,Alabama,Etowah,5,0,0.04889114874643095,0,1,0,NA,NA,NA,NA,0,102268
2020-03-28,County,01,055,Alabama,Etowah,6,0,0.058669378495717135,0,1,0,NA,NA,NA,NA,0,102268
2020-03-29,County,01,055,Alabama,Etowah,6,0,0.058669378495717135,0,0,0,NA,NA,NA,NA,0,102268
2020-03-30,County,01,055,Alabama,Etowah,6,0,0.058669378495717135,0,0,0,NA,NA,NA,NA,1,102268
2020-03-30,County,01,057,Alabama,Fayette,1,0,0.0613421666053245,0,1,0,NA,NA,NA,NA,1,16302
2020-03-23,County,01,059,Alabama,Franklin,1,0,0.031885721573879214,0,1,0,NA,NA,NA,NA,0,31362
2020-03-24,County,01,059,Alabama,Franklin,1,0,0.031885721573879214,0,0,0,NA,NA,NA,NA,0,31362
2020-03-25,County,01,059,Alabama,Franklin,2,0,0.06377144314775843,0,1,0,NA,NA,NA,NA,0,31362
2020-03-26,County,01,059,Alabama,Franklin,3,0,0.09565716472163766,0,1,0,NA,NA,NA,NA,0,31362
2020-03-27,County,01,059,Alabama,Franklin,3,0,0.09565716472163766,0,0,0,NA,NA,NA,NA,0,31362
2020-03-28,County,01,059,Alabama,Franklin,3,0,0.09565716472163766,0,0,0,NA,NA,NA,NA,0,31362
2020-03-29,County,01,059,Alabama,Franklin,3,0,0.09565716472163766,0,0,0,0.42857142857142855,0,14.285714285714285,0,0,31362
2020-03-30,County,01,059,Alabama,Franklin,3,0,0.09565716472163766,0,0,0,0.2857142857142857,0,9.523809523809524,0,1,31362
2020-03-27,County,01,063,Alabama,Greene,1,0,0.12328936012822093,0,1,0,NA,NA,NA,NA,0,8111
2020-03-28,County,01,063,Alabama,Greene,3,0,0.3698680803846628,0,2,0,NA,NA,NA,NA,0,8111
2020-03-29,County,01,063,Alabama,Greene,3,0,0.3698680803846628,0,0,0,NA,NA,NA,NA,0,8111
2020-03-30,County,01,063,Alabama,Greene,3,0,0.3698680803846628,0,0,0,NA,NA,NA,NA,1,8111
2020-03-30,County,01,065,Alabama,Hale,1,0,0.06825472663981981,0,1,0,NA,NA,NA,NA,1,14651
2020-03-23,County,01,069,Alabama,Houston,1,0,0.009444475926030864,0,1,0,NA,NA,NA,NA,0,105882
2020-03-24,County,01,069,Alabama,Houston,1,0,0.009444475926030864,0,0,0,NA,NA,NA,NA,0,105882
2020-03-25,County,01,069,Alabama,Houston,2,0,0.018888951852061728,0,1,0,NA,NA,NA,NA,0,105882
2020-03-26,County,01,069,Alabama,Houston,3,0,0.028333427778092595,0,1,0,NA,NA,NA,NA,0,105882
2020-03-27,County,01,069,Alabama,Houston,4,0,0.037777903704123456,0,1,0,NA,NA,NA,NA,0,105882
2020-03-28,County,01,069,Alabama,Houston,4,0,0.037777903704123456,0,0,0,NA,NA,NA,NA,0,105882
2020-03-29,County,01,069,Alabama,Houston,8,0,0.07555580740824691,0,4,0,1.1428571428571428,0,14.285714285714285,0,0,105882
2020-03-30,County,01,069,Alabama,Houston,9,0,0.08500028333427778,0,1,0,1.1428571428571428,0,12.698412698412698,0,1,105882
2020-03-20,County,01,071,Alabama,Jackson,1,0,0.019370084840971604,0,1,0,NA,NA,NA,NA,0,51626
2020-03-21,County,01,071,Alabama,Jackson,1,0,0.019370084840971604,0,0,0,NA,NA,NA,NA,0,51626
2020-03-22,County,01,071,Alabama,Jackson,1,0,0.019370084840971604,0,0,0,NA,NA,NA,NA,0,51626
2020-03-23,County,01,071,Alabama,Jackson,1,0,0.019370084840971604,0,0,0,NA,NA,NA,NA,0,51626
2020-03-24,County,01,071,Alabama,Jackson,2,0,0.03874016968194321,0,1,0,NA,NA,NA,NA,0,51626
2020-03-25,County,01,071,Alabama,Jackson,2,1,0.03874016968194321,0.019370084840971604,0,1,NA,NA,NA,NA,0,51626
2020-03-26,County,01,071,Alabama,Jackson,4,1,0.07748033936388642,0.019370084840971604,2,0,0.5714285714285714,0.14285714285714285,14.285714285714285,3.571428571428571,0,51626
2020-03-27,County,01,071,Alabama,Jackson,5,1,0.09685042420485802,0.019370084840971604,1,0,0.5714285714285714,0.14285714285714285,11.428571428571427,2.8571428571428568,0,51626
2020-03-28,County,01,071,Alabama,Jackson,5,1,0.09685042420485802,0.019370084840971604,0,0,0.5714285714285714,0.14285714285714285,11.428571428571427,2.8571428571428568,0,51626
2020-03-29,County,01,071,Alabama,Jackson,5,1,0.09685042420485802,0.019370084840971604,0,0,0.5714285714285714,0.14285714285714285,11.428571428571427,2.8571428571428568,0,51626
2020-03-30,County,01,071,Alabama,Jackson,7,1,0.13559059388680123,0.019370084840971604,2,0,0.8571428571428571,0.14285714285714285,12.244897959183673,2.0408163265306123,1,51626
2020-03-13,County,01,073,Alabama,Jefferson,2,0,0.003036869109422949,0,2,0,NA,NA,NA,NA,0,658573
2020-03-14,County,01,073,Alabama,Jefferson,6,0,0.009110607328268848,0,4,0,NA,NA,NA,NA,0,658573
2020-03-15,County,01,073,Alabama,Jefferson,13,0,0.01973964921124917,0,7,0,NA,NA,NA,NA,0,658573
